timestamp,x,x1,y,y1,Arret,Arret suivant,Arret precedent,Délai réel,Prédiction RATP,Prédiction IA,bus_id,code_iti,geometry
2017-05-01 00:21:42,2.3912111298272696,2.3933730935264537,48.83736536923275,48.83474898274257,CHARENTON-WATTIGNIES,NICOLAI,DUGOMMIER,42 s,0 s,39 s,B3102,ITI:55,"LINESTRING (2.39121112982727 48.83736536923275, 2.391442313425168 48.83710462454052, 2.391523909293403 48.83701471160494, 2.391619072724222 48.83687985452102, 2.392162803992767 48.83606173509335, 2.393373093526454 48.83474898274257)"
2017-05-01 00:22:24,2.3933730935264537,2.3933730935264537,48.83474898274257,48.83474898274257,NICOLAI,CHARENTON-JARDINIERS,CHARENTON-WATTIGNIES,23 s,0 s,25 s,B3102,ITI:55,"LINESTRING (2.393373093526454 48.83474898274257, 2.393373093526454 48.83474898274257)"
2017-05-01 00:22:29,2.3933730935264537,2.3956040698529,48.83474898274257,48.833166092657365, ,CHARENTON-JARDINIERS,NICOLAI,18 s,-21 s,25 s,B3102,ITI:55,"LINESTRING (2.393373093526454 48.83474898274257, 2.3956040698529 48.83316609265736)"
2017-05-01 00:22:47,2.3956040698529,2.39810846660278,48.833166092657365,48.832679508064786,CHARENTON-JARDINIERS,PORTE DE CHARENTON,NICOLAI,28 s,0 s,35 s,B3102,ITI:55,"LINESTRING (2.3956040698529 48.83316609265736, 2.396542733768516 48.83255447156394, 2.397318147308613 48.83205976421844, 2.398939668085704 48.8333172004003, 2.400765603186789 48.8346733679486, 2.401309488881117 48.83411584553758, 2.402111816343845 48.83338741539799, 2.399891779046906 48.83259769467251, 2.399782814525391 48.83255281390104, 2.39810846660278 48.83267950806479)"
2017-05-01 00:23:15,2.39810846660278,2.39810846660278,48.832679508064786,48.832679508064786,PORTE DE CHARENTON,PORTE DE REUILLY.,CHARENTON-JARDINIERS,39 s,0 s,15 s,B3102,ITI:55,"LINESTRING (2.39810846660278 48.83267950806479, 2.39810846660278 48.83267950806479)"
2017-05-01 00:23:29,2.39810846660278,2.3997844933200025,48.832679508064786,48.83394589186136, ,PORTE DE REUILLY.,PORTE DE CHARENTON,25 s,61 s,15 s,B3102,ITI:55,"LINESTRING (2.39810846660278 48.83267950806479, 2.399782814525391 48.83255281390104, 2.399891779046906 48.83259769467251, 2.402111816343845 48.83338741539799, 2.401309488881117 48.83411584553758, 2.400765603186789 48.8346733679486, 2.399784493320003 48.83394589186136)"
2017-05-01 00:23:54,2.3997844933200025,2.3997844933200025,48.83394589186136,48.83394589186136,PORTE DE REUILLY.,PORTE DE REUILLY.,PORTE DE CHARENTON,0 s,33 s,0 s,B3102,ITI:55,"LINESTRING (2.399784493320003 48.83394589186136, 2.399784493320003 48.83394589186136)"
2017-05-01 00:29:36,2.400357293206677,2.3968186101798508,48.834772448604994,48.83569100585596,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,30 s,1 s,36 s,B3102,ITI:54,"LINESTRING (2.400357293206677 48.83477244860499, 2.399772059538619 48.8349255464482, 2.398737652163615 48.8351687501187, 2.397866609508054 48.8354118616936, 2.397730495588483 48.83543889367917, 2.396818610179851 48.83569100585596)"
2017-05-01 00:30:06,2.3968186101798508,2.3968186101798508,48.83569100585596,48.83569100585596,WATTIGNIES-GRAVELLE,NICOLAI,PORTE DE REUILLY,25 s,0 s,12 s,B3102,ITI:54,"LINESTRING (2.396818610179851 48.83569100585596, 2.396818610179851 48.83569100585596)"
2017-05-01 00:30:29,2.3968186101798508,2.393688120264412,48.83569100585596,48.83649242585844, ,NICOLAI,WATTIGNIES-GRAVELLE,2 s,85 s,12 s,B3102,ITI:54,"LINESTRING (2.396818610179851 48.83569100585596, 2.394627254534846 48.83623133712383, 2.393688120264412 48.83649242585844)"
2017-05-01 00:30:31,2.393688120264412,2.3903132719495184,48.83649242585844,48.83808477851574,NICOLAI,CHARENTON-WATTIGNIES,WATTIGNIES-GRAVELLE,45 s,763 s,39 s,B3102,ITI:54,"LINESTRING (2.393688120264412 48.83649242585844, 2.391809757216373 48.83695166792608, 2.391523909293403 48.83701471160494, 2.391442313425168 48.83710462454052, 2.39121112982727 48.83736536923274, 2.390313271949518 48.83808477851574)"
2017-05-01 00:31:16,2.3903132719495184,2.3903132719495184,48.83808477851574,48.83808477851574,CHARENTON-WATTIGNIES,DUGOMMIER,NICOLAI,40 s,0 s,24 s,B3102,ITI:54,"LINESTRING (2.390313271949518 48.83808477851574, 2.390313271949518 48.83808477851574)"
2017-05-01 00:31:29,2.3903132719495184,2.388203739823037,48.83808477851574,48.83893053114186, ,DUGOMMIER,CHARENTON-WATTIGNIES,27 s,115 s,24 s,B3102,ITI:54,"LINESTRING (2.390313271949518 48.83808477851574, 2.389184106850971 48.83898403298089, 2.388203739823037 48.83893053114186)"
2017-05-01 00:31:56,2.388203739823037,2.388203739823037,48.83893053114186,48.83893053114186,DUGOMMIER,GARE DE BERCY,CHARENTON-WATTIGNIES,50 s,230 s,39 s,B3102,ITI:54,"LINESTRING (2.388203739823037 48.83893053114186, 2.388203739823037 48.83893053114186)"
2017-05-01 00:32:29,2.388203739823037,2.3807026977072865,48.83893053114186,48.84021872542461, ,GARE DE BERCY,DUGOMMIER,17 s,56 s,39 s,B3102,ITI:54,"LINESTRING (2.388203739823037 48.83893053114186, 2.387155513704719 48.83910173876005, 2.386474866390517 48.83923683549681, 2.38548108236357 48.83939901824952, 2.382976171581904 48.83980444659504, 2.382390782962048 48.83990353306145, 2.381873470812123 48.8400025911501, 2.380702697707286 48.84021872542461)"
2017-05-01 00:32:46,2.3807026977072865,2.3807026977072865,48.84021872542461,48.84021872542461,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,DUGOMMIER,53 s,295 s,22 s,B3102,ITI:54,"LINESTRING (2.380702697707286 48.84021872542461, 2.380702697707286 48.84021872542461)"
2017-05-01 00:33:29,2.3807026977072865,2.3780619044450195,48.84021872542461,48.84107347703644, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,10 s,146 s,22 s,B3102,ITI:54,"LINESTRING (2.380702697707286 48.84021872542461, 2.379545508723421 48.84040788066652, 2.378973672025249 48.84044403260568, 2.37806190444502 48.84107347703644)"
2017-05-01 00:33:39,2.3780619044450195,2.3780619044450195,48.84107347703644,48.84107347703644,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,GARE DE BERCY,96 s,51 s,44 s,B3102,ITI:54,"LINESTRING (2.37806190444502 48.84107347703644, 2.37806190444502 48.84107347703644)"
2017-05-01 00:34:30,2.3780619044450195,2.3735705357775947,48.84107347703644,48.84381613035653, ,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,45 s,1112 s,44 s,B3102,ITI:54,"LINESTRING (2.37806190444502 48.84107347703644, 2.378075633618781 48.8412172730763, 2.376510527958338 48.84219744148189, 2.376374419000316 48.8422693865854, 2.375925267479812 48.84252118434856, 2.374196662732196 48.84347441168067, 2.373706652682115 48.84374418854783, 2.373570535777595 48.84381613035653)"
2017-05-01 00:35:15,2.3735705357775947,2.3735705357775947,48.84381613035653,48.84381613035653,GARE DE LYON,GARE DE LYON-DIDEROT,GARE DE LYON,79 s,1059 s,86 s,B3102,ITI:54,"LINESTRING (2.373570535777595 48.84381613035653, 2.373570535777595 48.84381613035653)"
2017-05-01 00:35:30,2.3735705357775947,2.373149747601392,48.84381613035653,48.84573958722021, ,GARE DE LYON-DIDEROT,GARE DE LYON,64 s,0 s,86 s,B3102,ITI:54,"LINESTRING (2.373570535777595 48.84381613035653, 2.372427149843837 48.84443661277899, 2.372331813271638 48.84440967833326, 2.371161482545752 48.84551548211076, 2.372087505711376 48.84559610246336, 2.372387102594764 48.84562297699158, 2.372455194779358 48.84563194439659, 2.372795662213262 48.84568576834822, 2.373149747601392 48.84573958722021)"
2017-05-01 00:36:30,2.373149747601392,2.3738989819257847,48.84573958722021,48.846143797038955, ,GARE DE LYON-DIDEROT,GARE DE LYON,4 s,80 s,11 s,B3102,ITI:54,"LINESTRING (2.373149747601392 48.84573958722021, 2.373789815211975 48.84582028017643, 2.373898981925785 48.84614379703896)"
2017-05-01 00:36:34,2.3738989819257847,2.3738989819257847,48.846143797038955,48.846143797038955,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,GARE DE LYON,63 s,75 s,68 s,B3102,ITI:54,"LINESTRING (2.373898981925785 48.84614379703896, 2.373898981925785 48.84614379703896)"
2017-05-01 00:37:30,2.3738989819257847,2.3716268073970976,48.846143797038955,48.84904743687747, ,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,7 s,104 s,66 s,B3102,ITI:54,"LINESTRING (2.373898981925785 48.84614379703896, 2.373858668937046 48.84690774755961, 2.373859417322681 48.84796827241107, 2.372552539605366 48.84860677905339, 2.371953539976054 48.84889455480513, 2.371626807397098 48.84904743687747)"
2017-05-01 00:37:37,2.3716268073970976,2.3716268073970976,48.84904743687747,48.84904743687747,LYON-LEDRU ROLLIN,BASTILLE.,GARE DE LYON-DIDEROT,59 s,6 s,26 s,B3102,ITI:54,"LINESTRING (2.371626807397098 48.84904743687747, 2.371626807397098 48.84904743687747)"
2017-05-01 00:38:30,2.3716268073970976,2.3694635025223647,48.84904743687747,48.852229608539716, ,BASTILLE.,LYON-LEDRU ROLLIN,6 s,0 s,28 s,B3102,ITI:54,"LINESTRING (2.371626807397098 48.84904743687747, 2.370687615018723 48.84975771566265, 2.369885186798107 48.8514296090513, 2.369531468642982 48.85202287841297, 2.369259528812785 48.85273296149922, 2.368973517055712 48.85271506309138, 2.369463502522365 48.85222960853972)"
2017-05-01 00:38:36,2.3694635025223647,2.3694635025223647,48.852229608539716,48.852229608539716,BASTILLE.,BASTILLE.,LYON-LEDRU ROLLIN,0 s,0 s,0 s,B3102,ITI:54,"LINESTRING (2.369463502522365 48.85222960853972, 2.369463502522365 48.85222960853972)"
2017-05-01 07:30:44,2.3691776151669903,2.3691776151669903,48.85240943481185,48.85240943481185,BASTILLE,LYON-LEDRU ROLLIN,BASTILLE,80 s,48 s,48 s,B3102,ITI:55,"LINESTRING (2.36917761516699 48.85240943481185, 2.36917761516699 48.85240943481185)"
2017-05-01 07:31:34,2.3691776151669903,2.3710407366513917,48.85240943481185,48.84829265529758, ,LYON-LEDRU ROLLIN,BASTILLE,30 s,98 s,50 s,B3102,ITI:55,"LINESTRING (2.36917761516699 48.85240943481185, 2.368973517055712 48.85271506309138, 2.369354445223992 48.85205887612548, 2.369762601223538 48.85140268016068, 2.370456103872005 48.84975778043117, 2.370659973236094 48.8491285994034, 2.370727924725123 48.84891288058662, 2.371040736651392 48.84829265529758)"
2017-05-01 07:32:04,2.3710407366513917,2.3710407366513917,48.84829265529758,48.84829265529758,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,BASTILLE,67 s,0 s,22 s,B3102,ITI:55,"LINESTRING (2.371040736651392 48.84829265529758, 2.371040736651392 48.84829265529758)"
2017-05-01 07:32:34,2.3710407366513917,2.3721966310668234,48.84829265529758,48.845874683394754, ,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,37 s,23 s,22 s,B3102,ITI:55,"LINESTRING (2.371040736651392 48.84829265529758, 2.3715030753048 48.84727693595099, 2.37188384754169 48.84649491293288, 2.372196631066823 48.84587468339475)"
2017-05-01 07:33:11,2.3721966310668234,2.3721966310668234,48.845874683394754,48.845874683394754,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,LYON-LEDRU ROLLIN,29 s,0 s,33 s,B3102,ITI:55,"LINESTRING (2.372196631066823 48.84587468339475, 2.372196631066823 48.84587468339475)"
2017-05-01 07:33:34,2.3721966310668234,2.3719506903893945,48.845874683394754,48.844634478036525, ,GARE DE LYON VAN GOGH,GARE DE LYON-DIDEROT,6 s,106 s,33 s,B3102,ITI:55,"LINESTRING (2.372196631066823 48.84587468339475, 2.370984441556135 48.84548856984591, 2.371161482545752 48.84551548211076, 2.371950690389395 48.84463447803653)"
2017-05-01 07:33:40,2.3719506903893945,2.374604735239295,48.844634478036525,48.84288110729072,GARE DE LYON VAN GOGH,GARE DE LYON,GARE DE LYON-DIDEROT,27 s,49 s,41 s,B3102,ITI:55,"LINESTRING (2.371950690389395 48.84463447803653, 2.372427149843837 48.84443661277899, 2.373584146226197 48.84380713867785, 2.373706652682115 48.84374418854783, 2.374604735239295 48.84288110729072)"
2017-05-01 07:34:07,2.374604735239295,2.374604735239295,48.84288110729072,48.84288110729072,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,63 s,82 s,39 s,B3102,ITI:55,"LINESTRING (2.374604735239295 48.84288110729072, 2.374604735239295 48.84288110729072)"
2017-05-01 07:34:34,2.374604735239295,2.3786742882023266,48.84288110729072,48.84065085079921, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,36 s,0 s,39 s,B3102,ITI:55,"LINESTRING (2.374604735239295 48.84288110729072, 2.375925267479812 48.84252118434856, 2.376360951715026 48.84246711683733, 2.376510527958338 48.84219744148189, 2.378075633618781 48.8412172730763, 2.377953025619335 48.84113642712941, 2.378674288202327 48.84065085079921)"
2017-05-01 07:35:10,2.3786742882023266,2.3786742882023266,48.84065085079921,48.84065085079921,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,GARE DE LYON,46 s,54 s,44 s,B3102,ITI:55,"LINESTRING (2.378674288202327 48.84065085079921, 2.378674288202327 48.84065085079921)"
2017-05-01 07:35:34,2.3786742882023266,2.382172970427643,48.84065085079921,48.83994855320885, ,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,22 s,0 s,44 s,B3102,ITI:55,"LINESTRING (2.378674288202327 48.84065085079921, 2.379545508723421 48.84040788066652, 2.380498490703144 48.8402547499779, 2.381873470812123 48.8400025911501, 2.382172970427643 48.83994855320885)"
2017-05-01 07:35:56,2.382172970427643,2.382172970427643,48.83994855320885,48.83994855320885,GARE DE BERCY,DUGOMMIER,MINISTERE DE L'ECONOMIE ET DES FINANCES,49 s,86 s,36 s,B3102,ITI:55,"LINESTRING (2.382172970427643 48.83994855320885, 2.382172970427643 48.83994855320885)"
2017-05-01 07:36:34,2.382172970427643,2.3888566114170167,48.83994855320885,48.83825618254615, ,DUGOMMIER,GARE DE BERCY,11 s,132 s,36 s,B3102,ITI:55,"LINESTRING (2.382172970427643 48.83994855320885, 2.382976171581904 48.83980444659504, 2.38548108236357 48.83939901824952, 2.386474866390517 48.83923683549681, 2.387155513704719 48.83910173876005, 2.388108422799164 48.83892158432702, 2.388856611417017 48.83825618254615)"
2017-05-01 07:36:45,2.3888566114170167,2.3888566114170167,48.83825618254615,48.83825618254615,DUGOMMIER,CHARENTON-WATTIGNIES,GARE DE BERCY,71 s,54 s,53 s,B3102,ITI:55,"LINESTRING (2.388856611417017 48.83825618254615, 2.388856611417017 48.83825618254615)"
2017-05-01 07:37:34,2.3888566114170167,2.390897788576761,48.83825618254615,48.83717677173239, ,CHARENTON-WATTIGNIES,DUGOMMIER,22 s,48 s,54 s,B3102,ITI:55,"LINESTRING (2.388856611417017 48.83825618254615, 2.390162486994041 48.83708722498476, 2.390897788576761 48.83717677173239)"
2017-05-01 07:37:56,2.390897788576761,2.390897788576761,48.83717677173239,48.83717677173239,CHARENTON-WATTIGNIES,NICOLAI,DUGOMMIER,39 s,0 s,43 s,B3102,ITI:55,"LINESTRING (2.390897788576761 48.83717677173239, 2.390897788576761 48.83717677173239)"
2017-05-01 07:38:34,2.390897788576761,2.3933594888836347,48.83717677173239,48.834757976748456, ,NICOLAI,CHARENTON-WATTIGNIES,1 s,46 s,40 s,B3102,ITI:55,"LINESTRING (2.390897788576761 48.83717677173239, 2.391442313425168 48.83710462454052, 2.391523909293403 48.83701471160494, 2.391619072724222 48.83687985452102, 2.392162803992767 48.83606173509335, 2.393359488883635 48.83475797674846)"
2017-05-01 07:38:35,2.3933594888836347,2.3956720889876304,48.834757976748456,48.83312112127169,NICOLAI,CHARENTON-JARDINIERS,CHARENTON-WATTIGNIES,21 s,49 s,27 s,B3102,ITI:55,"LINESTRING (2.393359488883635 48.83475797674846, 2.39567208898763 48.83312112127169)"
2017-05-01 07:38:56,2.3956720889876304,2.398067583015284,48.83312112127169,48.83264357851746,CHARENTON-JARDINIERS,PORTE DE CHARENTON,NICOLAI,33 s,89 s,48 s,B3102,ITI:55,"LINESTRING (2.39567208898763 48.83312112127169, 2.396542733768516 48.83255447156394, 2.397318147308613 48.83205976421844, 2.398939668085704 48.8333172004003, 2.400765603186789 48.8346733679486, 2.401309488881117 48.83411584553758, 2.402111816343845 48.83338741539799, 2.399891779046906 48.83259769467251, 2.399782814525391 48.83255281390104, 2.398067583015284 48.83264357851746)"
2017-05-01 07:39:29,2.398067583015284,2.398067583015284,48.83264357851746,48.83264357851746,PORTE DE CHARENTON,PORTE DE REUILLY.,CHARENTON-JARDINIERS,42 s,40 s,20 s,B3102,ITI:55,"LINESTRING (2.398067583015284 48.83264357851746, 2.398067583015284 48.83264357851746)"
2017-05-01 07:39:34,2.398067583015284,2.3997027327019733,48.83264357851746,48.83388302157115, ,PORTE DE REUILLY.,PORTE DE CHARENTON,37 s,106 s,20 s,B3102,ITI:55,"LINESTRING (2.398067583015284 48.83264357851746, 2.399782814525391 48.83255281390104, 2.399891779046906 48.83259769467251, 2.402111816343845 48.83338741539799, 2.401309488881117 48.83411584553758, 2.400765603186789 48.8346733679486, 2.399702732701973 48.83388302157115)"
2017-05-01 07:40:11,2.3997027327019733,2.3997027327019733,48.83388302157115,48.83388302157115,PORTE DE REUILLY.,PORTE DE REUILLY.,PORTE DE CHARENTON,0 s,57 s,0 s,B3102,ITI:55,"LINESTRING (2.399702732701973 48.83388302157115, 2.399702732701973 48.83388302157115)"
2017-05-01 07:47:22,2.4001531430794945,2.4001531430794945,48.834826482199276,48.834826482199276,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,54 s,86 s,50 s,B3102,ITI:54,"LINESTRING (2.400153143079494 48.83482648219928, 2.400153143079494 48.83482648219928)"
2017-05-01 07:47:34,2.4001531430794945,2.3968186101798508,48.834826482199276,48.83569100585596, ,WATTIGNIES-GRAVELLE,PORTE DE REUILLY,42 s,0 s,50 s,B3102,ITI:54,"LINESTRING (2.400153143079494 48.83482648219928, 2.398737652163615 48.8351687501187, 2.397866609508054 48.8354118616936, 2.397730495588483 48.83543889367917, 2.396818610179851 48.83569100585596)"
2017-05-01 07:48:16,2.3968186101798508,2.3968186101798508,48.83569100585596,48.83569100585596,WATTIGNIES-GRAVELLE,NICOLAI,PORTE DE REUILLY,36 s,79 s,12 s,B3102,ITI:54,"LINESTRING (2.396818610179851 48.83569100585596, 2.396818610179851 48.83569100585596)"
2017-05-01 07:48:35,2.3968186101798508,2.3936200656986064,48.83569100585596,48.83651043325885, ,NICOLAI,WATTIGNIES-GRAVELLE,17 s,39 s,12 s,B3102,ITI:54,"LINESTRING (2.396818610179851 48.83569100585596, 2.394627254534846 48.83623133712383, 2.393620065698606 48.83651043325885)"
2017-05-01 07:48:52,2.3936200656986064,2.390394889726894,48.83651043325885,48.83801284155718,NICOLAI,CHARENTON-WATTIGNIES,WATTIGNIES-GRAVELLE,33 s,6 s,63 s,B3102,ITI:54,"LINESTRING (2.393620065698606 48.83651043325885, 2.391809757216373 48.83695166792608, 2.391523909293403 48.83701471160494, 2.391442313425168 48.83710462454052, 2.39121112982727 48.83736536923274, 2.390394889726894 48.83801284155718)"
2017-05-01 07:49:25,2.390394889726894,2.390394889726894,48.83801284155718,48.83801284155718,CHARENTON-WATTIGNIES,DUGOMMIER,NICOLAI,53 s,0 s,38 s,B3102,ITI:54,"LINESTRING (2.390394889726894 48.83801284155718, 2.390394889726894 48.83801284155718)"
2017-05-01 07:49:34,2.390394889726894,2.3881901155400906,48.83801284155718,48.838921549407615, ,DUGOMMIER,CHARENTON-WATTIGNIES,44 s,85 s,38 s,B3102,ITI:54,"LINESTRING (2.390394889726894 48.83801284155718, 2.388802194936935 48.83830114395811, 2.388190115540091 48.83892154940762)"
2017-05-01 07:50:18,2.3881901155400906,2.3881901155400906,48.838921549407615,48.838921549407615,DUGOMMIER,GARE DE BERCY,CHARENTON-WATTIGNIES,54 s,34 s,62 s,B3102,ITI:54,"LINESTRING (2.388190115540091 48.83892154940762, 2.388190115540091 48.83892154940762)"
2017-05-01 07:50:34,2.3881901155400906,2.3806618578331156,48.838921549407615,48.8402277278735, ,GARE DE BERCY,DUGOMMIER,38 s,0 s,62 s,B3102,ITI:54,"LINESTRING (2.388190115540091 48.83892154940762, 2.387155513704719 48.83910173876005, 2.386474866390517 48.83923683549681, 2.38548108236357 48.83939901824952, 2.382976171581904 48.83980444659504, 2.382390782962048 48.83990353306145, 2.381873470812123 48.8400025911501, 2.380661857833116 48.8402277278735)"
2017-05-01 07:51:12,2.3806618578331156,2.3806618578331156,48.8402277278735,48.8402277278735,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,DUGOMMIER,40 s,121 s,25 s,B3102,ITI:54,"LINESTRING (2.380661857833116 48.8402277278735, 2.380661857833116 48.8402277278735)"
2017-05-01 07:51:34,2.3806618578331156,2.3780891152673025,48.8402277278735,48.84104650506607, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,18 s,99 s,25 s,B3102,ITI:54,"LINESTRING (2.380661857833116 48.8402277278735, 2.379545508723421 48.84040788066652, 2.378973672025249 48.84044403260568, 2.378089115267302 48.84104650506607)"
2017-05-01 07:51:52,2.3780891152673025,2.3780891152673025,48.84104650506607,48.84104650506607,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,GARE DE BERCY,78 s,31 s,51 s,B3102,ITI:54,"LINESTRING (2.378089115267302 48.84104650506607, 2.378089115267302 48.84104650506607)"
2017-05-01 07:52:34,2.3780891152673025,2.373706652682116,48.84104650506607,48.84374418854783, ,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,36 s,237 s,50 s,B3102,ITI:54,"LINESTRING (2.378089115267302 48.84104650506607, 2.378075633618781 48.8412172730763, 2.376510527958338 48.84219744148189, 2.376374419000316 48.8422693865854, 2.375925267479812 48.84252118434856, 2.374196662732196 48.84347441168067, 2.373706652682116 48.84374418854783)"
2017-05-01 07:53:10,2.373706652682116,2.373706652682116,48.84374418854783,48.84374418854783,GARE DE LYON,GARE DE LYON-DIDEROT,GARE DE LYON,90 s,169 s,93 s,B3102,ITI:54,"LINESTRING (2.373706652682116 48.84374418854783, 2.373706652682116 48.84374418854783)"
2017-05-01 07:53:34,2.373706652682116,2.3721692150213807,48.84374418854783,48.845605066048066, ,GARE DE LYON-DIDEROT,GARE DE LYON,66 s,110 s,93 s,B3102,ITI:54,"LINESTRING (2.373706652682116 48.84374418854783, 2.373584146226197 48.84380713867785, 2.372427149843837 48.84443661277899, 2.372331813271638 48.84440967833326, 2.371161482545752 48.84551548211076, 2.372169215021381 48.84560506604807)"
2017-05-01 07:54:34,2.3721692150213807,2.3738989819257847,48.845605066048066,48.846143797038955, ,GARE DE LYON-DIDEROT,GARE DE LYON,6 s,231 s,19 s,B3102,ITI:54,"LINESTRING (2.372169215021381 48.84560506604807, 2.372387102594764 48.84562297699158, 2.372455194779358 48.84563194439659, 2.372795662213262 48.84568576834822, 2.37339488310639 48.84577546312719, 2.373789815211975 48.84582028017643, 2.373898981925785 48.84614379703896)"
2017-05-01 07:54:40,2.3738989819257847,2.3738989819257847,48.846143797038955,48.846143797038955,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,GARE DE LYON,64 s,186 s,69 s,B3102,ITI:54,"LINESTRING (2.373898981925785 48.84614379703896, 2.373898981925785 48.84614379703896)"
2017-05-01 07:55:34,2.3738989819257847,2.371585964945736,48.846143797038955,48.84906542363629, ,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,10 s,0 s,68 s,B3102,ITI:54,"LINESTRING (2.373898981925785 48.84614379703896, 2.373858668937046 48.84690774755961, 2.373859417322681 48.84796827241107, 2.372552539605366 48.84860677905339, 2.371953539976054 48.84889455480513, 2.371585964945736 48.84906542363629)"
2017-05-01 07:55:44,2.371585964945736,2.371585964945736,48.84906542363629,48.84906542363629,LYON-LEDRU ROLLIN,BASTILLE.,GARE DE LYON-DIDEROT,69 s,104 s,33 s,B3102,ITI:54,"LINESTRING (2.371585964945736 48.84906542363629, 2.371585964945736 48.84906542363629)"
2017-05-01 07:56:34,2.371585964945736,2.3694498947282274,48.84906542363629,48.85224758715015, ,BASTILLE.,LYON-LEDRU ROLLIN,19 s,96 s,35 s,B3102,ITI:54,"LINESTRING (2.371585964945736 48.84906542363629, 2.370687615018723 48.84975771566265, 2.369885186798107 48.8514296090513, 2.369531468642982 48.85202287841297, 2.369259528812785 48.85273296149922, 2.368973517055712 48.85271506309138, 2.369449894728227 48.85224758715015)"
2017-05-01 07:56:53,2.3694498947282274,2.3694498947282274,48.85224758715015,48.85224758715015,BASTILLE.,BASTILLE.,LYON-LEDRU ROLLIN,0 s,136 s,0 s,B3102,ITI:54,"LINESTRING (2.369449894728227 48.85224758715015, 2.369449894728227 48.85224758715015)"
2017-05-01 08:12:47,2.3691504213846337,2.3691504213846337,48.85248134181,48.85248134181,BASTILLE,LYON-LEDRU ROLLIN,BASTILLE,99 s,0 s,71 s,B3102,ITI:55,"LINESTRING (2.369150421384634 48.85248134181, 2.369150421384634 48.85248134181)"
2017-05-01 08:13:36,2.3691504213846337,2.3709727346950564,48.85248134181,48.84842748697853, ,LYON-LEDRU ROLLIN,BASTILLE,50 s,46 s,68 s,B3102,ITI:55,"LINESTRING (2.369150421384634 48.85248134181, 2.368973517055712 48.85271506309138, 2.369354445223992 48.85205887612548, 2.369762601223538 48.85140268016068, 2.370456103872005 48.84975778043117, 2.370659973236094 48.8491285994034, 2.370727924725123 48.84891288058662, 2.370972734695056 48.84842748697853)"
2017-05-01 08:14:26,2.3709727346950564,2.3709727346950564,48.84842748697853,48.84842748697853,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,BASTILLE,44 s,30 s,46 s,B3102,ITI:55,"LINESTRING (2.370972734695056 48.84842748697853, 2.370972734695056 48.84842748697853)"
2017-05-01 08:14:36,2.3709727346950564,2.372196625012776,48.84842748697853,48.84586569588454, ,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,34 s,81 s,46 s,B3102,ITI:55,"LINESTRING (2.370972734695056 48.84842748697853, 2.3715030753048 48.84727693595099, 2.37188384754169 48.84649491293288, 2.372196625012776 48.84586569588454)"
2017-05-01 08:15:10,2.372196625012776,2.372196625012776,48.84586569588454,48.84586569588454,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,LYON-LEDRU ROLLIN,30 s,0 s,40 s,B3102,ITI:55,"LINESTRING (2.372196625012776 48.84586569588454, 2.372196625012776 48.84586569588454)"
2017-05-01 08:15:36,2.372196625012776,2.3717737476871883,48.84586569588454,48.84475136722804, ,GARE DE LYON VAN GOGH,GARE DE LYON-DIDEROT,4 s,78 s,40 s,B3102,ITI:55,"LINESTRING (2.372196625012776 48.84586569588454, 2.370984441556135 48.84548856984591, 2.371161482545752 48.84551548211076, 2.371773747687188 48.84475136722804)"
2017-05-01 08:15:40,2.3717737476871883,2.3717737476871883,48.84475136722804,48.84475136722804,GARE DE LYON VAN GOGH,GARE DE LYON,GARE DE LYON-DIDEROT,93 s,16 s,43 s,B3102,ITI:55,"LINESTRING (2.371773747687188 48.84475136722804, 2.371773747687188 48.84475136722804)"
